"drive.id","file.location","filename","length","type","device.id","timestamp","n.copies"
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130626_072831.wav","POPA-15_20130626_072831.wav",1888,"other","15",2013-06-26 07:28:31,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130626_190535.wav","POPA-15_20130626_190535.wav",12172,"other","15",2013-06-26 19:05:35,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130626_222831.wav","POPA-15_20130626_222831.wav",2788,"other","15",2013-06-26 22:28:31,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130627_000535.wav","POPA-15_20130627_000535.wav",563.01,"other","15",2013-06-27 00:05:35,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130627_010535.wav","POPA-15_20130627_010535.wav",563.01,"other","15",2013-06-27 01:05:35,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130627_020535.wav","POPA-15_20130627_020535.wav",563.01,"other","15",2013-06-27 02:05:35,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130627_030535.wav","POPA-15_20130627_030535.wav",563.01,"other","15",2013-06-27 03:05:35,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130627_040535.wav","POPA-15_20130627_040535.wav",12171,"other","15",2013-06-27 04:05:35,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130627_072831.wav","POPA-15_20130627_072831.wav",1888,"other","15",2013-06-27 07:28:31,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130627_190535.wav","POPA-15_20130627_190535.wav",12171,"other","15",2013-06-27 19:05:35,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130627_222832.wav","POPA-15_20130627_222832.wav",2787,"other","15",2013-06-27 22:28:32,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130628_000536.wav","POPA-15_20130628_000536.wav",563,"other","15",2013-06-28 00:05:36,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130628_010536.wav","POPA-15_20130628_010536.wav",563,"other","15",2013-06-28 01:05:36,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130628_020536.wav","POPA-15_20130628_020536.wav",563,"other","15",2013-06-28 02:05:36,1
